# rust-symbols modules | 2026-03-24T06:27:26Z
# crate|module_path|file|pub_count|kinds|doc
genesis|interop|beacon_node/genesis/src/interop.rs|13|1const,10fn,1struct,1type|
graffiti_file||validator_client/graffiti_file/src/lib.rs|6|1enum,4fn,1struct|
health_metrics||common/health_metrics/src/lib.rs|2|2mod|
health_metrics|metrics|common/health_metrics/src/metrics.rs|3|3fn|
health_metrics|observe|common/health_metrics/src/observe.rs|1|1trait|
http_api|aggregate_attestation|beacon_node/http_api/src/aggregate_attestation.rs|1|1fn|
http_api|attestation_performance|beacon_node/http_api/src/attestation_performance.rs|1|1fn|
http_api|attester_duties|beacon_node/http_api/src/attester_duties.rs|1|1fn|Contains the handler for the `GET validator/duties/attester/{epoch}` endpoint.
http_api|beacon::execution_payload_envelope|beacon_node/http_api/src/beacon/execution_payload_envelope.rs|3|3fn|
http_api|beacon|beacon_node/http_api/src/beacon/mod.rs|3|3mod|
http_api|beacon::pool|beacon_node/http_api/src/beacon/pool.rs|14|11fn,3type|
http_api|beacon::states|beacon_node/http_api/src/beacon/states.rs|16|16fn|
http_api|block_id|beacon_node/http_api/src/block_id.rs|10|9fn,1struct|
http_api|block_packing_efficiency|beacon_node/http_api/src/block_packing_efficiency.rs|1|1fn|
http_api|build_block_contents|beacon_node/http_api/src/build_block_contents.rs|1|1fn|
http_api|builder_states|beacon_node/http_api/src/builder_states.rs|1|1fn|
http_api|custody|beacon_node/http_api/src/custody.rs|1|1fn|
http_api|database|beacon_node/http_api/src/database.rs|3|2fn,1struct|
http_api||beacon_node/http_api/src/lib.rs|9|1enum,3fn,1mod,3struct,1type|This crate contains a HTTP server which serves the endpoints listed here:
http_api|light_client|beacon_node/http_api/src/light_client.rs|3|3fn|
http_api|peer|beacon_node/http_api/src/peer.rs|1|1struct|
http_api|produce_block|beacon_node/http_api/src/produce_block.rs|8|8fn|
http_api|proposer_duties|beacon_node/http_api/src/proposer_duties.rs|2|2fn|Contains the handler for the `GET validator/duties/proposer/{epoch}` endpoint.
http_api|publish_attestations|beacon_node/http_api/src/publish_attestations.rs|2|1enum,1fn|Import attestations and publish them to the network.
http_api|publish_blocks|beacon_node/http_api/src/publish_blocks.rs|9|1enum,7fn,1type|
http_api|standard_block_rewards|beacon_node/http_api/src/standard_block_rewards.rs|1|1fn|
http_api|state_id|beacon_node/http_api/src/state_id.rs|9|8fn,1struct|
http_api|sync_committee_rewards|beacon_node/http_api/src/sync_committee_rewards.rs|2|2fn|
http_api|sync_committees|beacon_node/http_api/src/sync_committees.rs|4|4fn|Handlers for sync committee endpoints.
http_api|task_spawner|beacon_node/http_api/src/task_spawner.rs|9|1enum,7fn,1struct|
http_api|test_utils|beacon_node/http_api/src/test_utils.rs|11|4const,5fn,2struct|
http_api|ui|beacon_node/http_api/src/ui.rs|11|3fn,8struct|
http_api|utils|beacon_node/http_api/src/utils.rs|13|4fn,9type|
http_api|validator::execution_payload_envelope|beacon_node/http_api/src/validator/execution_payload_envelope.rs|1|1fn|
http_api|validator|beacon_node/http_api/src/validator/mod.rs|17|16fn,1mod|
http_api|validator_inclusion|beacon_node/http_api/src/validator_inclusion.rs|2|2fn|
http_api|validators|beacon_node/http_api/src/validators.rs|3|3fn|
http_api|version|beacon_node/http_api/src/version.rs|13|3const,1enum,9fn|
http_metrics||beacon_node/http_metrics/src/lib.rs|4|1enum,1fn,2struct|This crate provides a HTTP server that is solely dedicated to serving the `/metrics` endpoint.
http_metrics|metrics|beacon_node/http_metrics/src/metrics.rs|1|1fn|
initialized_validators|key_cache|validator_client/initialized_validators/src/key_cache.rs|17|2const,2enum,12fn,1struct|
initialized_validators||validator_client/initialized_validators/src/lib.rs|50|1const,2enum,42fn,1mod,4struct|Provides management of "initialized" validators.
int_to_bytes||consensus/int_to_bytes/src/lib.rs|9|9fn|
kzg|kzg_commitment|crypto/kzg/src/kzg_commitment.rs|4|1const,2fn,1struct|
kzg|kzg_proof|crypto/kzg/src/kzg_proof.rs|2|1fn,1struct|
kzg||crypto/kzg/src/lib.rs|18|1const,1enum,12fn,1mod,1struct,2type|
kzg|trusted_setup|crypto/kzg/src/trusted_setup.rs|8|1const,6fn,1struct|
lcli|block_root|lcli/src/block_root.rs|1|1fn|# Block Root
lcli|check_deposit_data|lcli/src/check_deposit_data.rs|1|1fn|
lcli|generate_bootnode_enr|lcli/src/generate_bootnode_enr.rs|1|1fn|
lcli|http_sync|lcli/src/http_sync.rs|2|2fn|
lcli|indexed_attestations|lcli/src/indexed_attestations.rs|1|1fn|
lcli|mnemonic_validators|lcli/src/mnemonic_validators.rs|2|2fn|
lcli|mock_el|lcli/src/mock_el.rs|1|1fn|
lcli|parse_ssz|lcli/src/parse_ssz.rs|1|1fn|
lcli|skip_slots|lcli/src/skip_slots.rs|1|1fn|# Skip-Slots
lcli|state_root|lcli/src/state_root.rs|1|1fn|
lcli|transition_blocks|lcli/src/transition_blocks.rs|2|2fn|# Transition Blocks
lighthouse|cli|lighthouse/src/cli.rs|1|1enum|
lighthouse|metrics|lighthouse/src/metrics.rs|2|2fn|
lighthouse_network|config|beacon_node/lighthouse_network/src/config.rs|16|5const,8fn,3struct|
lighthouse_network|discovery::enr|beacon_node/lighthouse_network/src/discovery/enr.rs|11|5const,5fn,1trait|Helper functions and an extension trait for Ethereum 2 ENRs.
lighthouse_network|discovery|beacon_node/lighthouse_network/src/discovery/mod.rs|25|2const,19fn,1mod,3struct|The discovery sub-behaviour of Lighthouse.
lighthouse_network|discovery::subnet_predicate|beacon_node/lighthouse_network/src/discovery/subnet_predicate.rs|1|1fn|The subnet predicate used for searching for a particular subnet.
lighthouse_network||beacon_node/lighthouse_network/src/lib.rs|7|6mod,1struct|
lighthouse_network|peer_manager::config|beacon_node/lighthouse_network/src/peer_manager/config.rs|5|4const,1struct|
lighthouse_network|peer_manager|beacon_node/lighthouse_network/src/peer_manager/mod.rs|30|8const,1enum,18fn,2mod,1struct|Implementation of Lighthouse's peer management system.
lighthouse_network|peer_manager::peerdb|beacon_node/lighthouse_network/src/peer_manager/peerdb.rs|64|1const,3enum,54fn,4mod,2struct|
lighthouse_network|peer_manager::peerdb::client|beacon_node/lighthouse_network/src/peer_manager/peerdb/client.rs|3|1enum,1fn,1struct|Known Ethereum 2.0 clients and their fingerprints.
lighthouse_network|peer_manager::peerdb::peer_info|beacon_node/lighthouse_network/src/peer_manager/peerdb/peer_info.rs|58|2enum,55fn,1struct|
lighthouse_network|peer_manager::peerdb::score|beacon_node/lighthouse_network/src/peer_manager/peerdb/score.rs|18|1const,4enum,12fn,1struct|This contains the scoring logic for peers.
lighthouse_network|peer_manager::peerdb::sync_status|beacon_node/lighthouse_network/src/peer_manager/peerdb/sync_status.rs|8|1enum,6fn,1struct|Handles individual sync status for peers.
lighthouse_network|rpc::codec|beacon_node/lighthouse_network/src/rpc/codec.rs|4|2fn,2struct|
lighthouse_network|rpc::config|beacon_node/lighthouse_network/src/rpc/config.rs|17|14const,3struct|
lighthouse_network|rpc::handler|beacon_node/lighthouse_network/src/rpc/handler.rs|7|3enum,2fn,2struct|
lighthouse_network|rpc::methods|beacon_node/lighthouse_network/src/rpc/methods.rs|53|1const,5enum,32fn,14struct,1type|Available RPC methods types and ids.
lighthouse_network|rpc|beacon_node/lighthouse_network/src/rpc/mod.rs|16|2enum,7fn,3mod,3struct,1trait|The Ethereum 2.0 Wire Protocol
lighthouse_network|rpc::outbound|beacon_node/lighthouse_network/src/rpc/outbound.rs|2|1struct,1type|
lighthouse_network|rpc::protocol|beacon_node/lighthouse_network/src/rpc/protocol.rs|28|5enum,18fn,3struct,2type|
lighthouse_network|rpc::rate_limiter|beacon_node/lighthouse_network/src/rpc/rate_limiter.rs|18|1enum,12fn,4struct,1trait|
lighthouse_network|rpc::response_limiter|beacon_node/lighthouse_network/src/rpc/response_limiter.rs|6|4fn,2struct|
lighthouse_network|rpc::self_limiter|beacon_node/lighthouse_network/src/rpc/self_limiter.rs|8|1enum,6fn,1struct|
lighthouse_network|service::api_types|beacon_node/lighthouse_network/src/service/api_types.rs|18|7enum,10struct,1type|
lighthouse_network|service::gossip_cache|beacon_node/lighthouse_network/src/service/gossip_cache.rs|22|20fn,2struct|
lighthouse_network|service::gossipsub_scoring_parameters|beacon_node/lighthouse_network/src/service/gossipsub_scoring_parameters.rs|7|1const,5fn,1struct|
lighthouse_network|service|beacon_node/lighthouse_network/src/service/mod.rs|49|1const,1enum,40fn,3mod,2struct,2type|
lighthouse_network|service::utils|beacon_node/lighthouse_network/src/service/utils.rs|9|2const,6fn,1struct|
lighthouse_network|types::globals|beacon_node/lighthouse_network/src/types/globals.rs|23|22fn,1struct|A collection of variables that are accessible outside of the network thread itself.
lighthouse_network|types|beacon_node/lighthouse_network/src/types/mod.rs|3|3type|
lighthouse_network|types::pubsub|beacon_node/lighthouse_network/src/types/pubsub.rs|7|1enum,5fn,1struct|Handles the encoding and decoding of pubsub messages.
lighthouse_network|types::subnet|beacon_node/lighthouse_network/src/types/subnet.rs|2|1enum,1struct|
lighthouse_network|types::topics|beacon_node/lighthouse_network/src/types/topics.rs|33|19const,2enum,10fn,2struct|
lighthouse_validator_store||validator_client/lighthouse_validator_store/src/lib.rs|20|1const,16fn,2struct,1type|
lighthouse_version||common/lighthouse_version/src/lib.rs|5|2const,3fn|
lockfile||common/lockfile/src/lib.rs|5|1enum,3fn,1struct|
logging||common/logging/src/lib.rs|6|1const,2fn,2mod,1struct|
logging|sse_logging_components|common/logging/src/sse_logging_components.rs|2|1fn,1struct|This module provides an implementation of `tracing_subscriber::layer::Layer` that optionally writ...
logging|tracing_libp2p_discv5_logging_layer|common/logging/src/tracing_libp2p_discv5_logging_layer.rs|2|1fn,1struct|
logging|tracing_logging_layer|common/logging/src/tracing_logging_layer.rs|3|1fn,2struct|
logging|tracing_metrics_layer|common/logging/src/tracing_metrics_layer.rs|1|1struct|Exposes [`MetricsLayer`]: A tracing layer that registers metrics of logging events.
logging|utils|common/logging/src/utils.rs|2|2fn|
lru_cache|time|common/lru_cache/src/time.rs|10|9fn,1struct|This implements a time-based LRU cache for fast checking of duplicates
malloc_utils|glibc|common/malloc_utils/src/glibc.rs|2|2fn|Contains functions for tuning and controlling "The GNU Allocator", included in the `glibc`
malloc_utils|jemalloc|common/malloc_utils/src/jemalloc.rs|3|3fn|Set the allocator to `jemalloc`.
malloc_utils||common/malloc_utils/src/lib.rs|2|2mod|Provides utilities for configuring the system allocator.
merkle_proof||consensus/merkle_proof/src/lib.rs|15|3enum,12fn|
metrics||common/metrics/src/lib.rs|41|40fn,1trait|A wrapper around the `prometheus` crate that provides a global metrics registry
monitoring_api|gather|common/monitoring_api/src/gather.rs|5|1enum,3fn,1struct|
monitoring_api||common/monitoring_api/src/lib.rs|12|2const,1enum,7fn,2struct|
monitoring_api|types|common/monitoring_api/src/types.rs|12|2const,2enum,1fn,7struct|
network||beacon_node/network/src/lib.rs|1|1mod|
network|metrics|beacon_node/network/src/metrics.rs|8|1enum,7fn|
network|nat|beacon_node/network/src/nat.rs|1|1fn|This houses various NAT hole punching strategies.
network|network_beacon_processor::gossip_methods|beacon_node/network/src/network_beacon_processor/gossip_methods.rs|24|24fn|
network|network_beacon_processor|beacon_node/network/src/network_beacon_processor/mod.rs|41|1const,1enum,36fn,1struct,2type|
network|network_beacon_processor::rpc_methods|beacon_node/network/src/network_beacon_processor/rpc_methods.rs|14|14fn|
network|network_beacon_processor::sync_methods|beacon_node/network/src/network_beacon_processor/sync_methods.rs|10|1enum,9fn|
network|network_beacon_processor::tests|beacon_node/network/src/network_beacon_processor/tests.rs|33|33fn|
network|persisted_dht|beacon_node/network/src/persisted_dht.rs|5|1const,3fn,1struct|
network|router|beacon_node/network/src/router.rs|15|1enum,12fn,2struct|This module handles incoming network messages.
network|service|beacon_node/network/src/service.rs|10|2enum,5fn,3struct|
network|status|beacon_node/network/src/status.rs|2|1fn,1trait|
network|subnet_service|beacon_node/network/src/subnet_service/mod.rs|12|1const,2enum,7fn,2struct|This service keeps track of which shard subnet the beacon node should be subscribed to at any
network|subnet_service::tests|beacon_node/network/src/subnet_service/tests/mod.rs|3|2fn,1struct|
network|sync::backfill_sync|beacon_node/network/src/sync/backfill_sync/mod.rs|15|1const,3enum,10fn,1struct|This module contains the logic for Lighthouse's backfill sync.
network|sync::batch|beacon_node/network/src/sync/batch.rs|30|5enum,20fn,3struct,1trait,1type|
network|sync::block_lookups::common|beacon_node/network/src/sync/block_lookups/common.rs|2|1enum,1trait|
network|sync::block_lookups|beacon_node/network/src/sync/block_lookups/mod.rs|29|2const,1enum,20fn,2mod,3struct,1type|Implements block lookup sync.
network|sync::block_lookups::parent_chain|beacon_node/network/src/sync/block_lookups/parent_chain.rs|6|4fn,2struct|
network|sync::block_lookups::single_block_lookup|beacon_node/network/src/sync/block_lookups/single_block_lookup.rs|47|4enum,37fn,6struct|
network|sync::block_sidecar_coupling|beacon_node/network/src/sync/block_sidecar_coupling.rs|11|2enum,8fn,1struct|
network|sync::custody_backfill_sync|beacon_node/network/src/sync/custody_backfill_sync/mod.rs|14|1const,1enum,10fn,2struct|
network|sync::manager|beacon_node/network/src/sync/manager.rs|20|1const,5enum,13fn,1struct|The `SyncManager` facilities the block syncing logic of lighthouse. The current networking
network|sync|beacon_node/network/src/sync/mod.rs|1|1mod|Syncing for lighthouse.
network|sync::network_context|beacon_node/network/src/sync/network_context.rs|57|1const,7enum,43fn,1mod,2struct,3type|Provides network functionality for the Syncing thread. This fundamentally wraps a network
network|sync::network_context::custody|beacon_node/network/src/sync/network_context/custody.rs|6|1enum,3fn,1struct,1type|
network|sync::network_context::requests|beacon_node/network/src/sync/network_context/requests.rs|9|1enum,6fn,1struct,1trait|
network|sync::network_context::requests::blobs_by_range|beacon_node/network/src/sync/network_context/requests/blobs_by_range.rs|2|1fn,1struct|
network|sync::network_context::requests::blobs_by_root|beacon_node/network/src/sync/network_context/requests/blobs_by_root.rs|4|2fn,2struct|
network|sync::network_context::requests::blocks_by_range|beacon_node/network/src/sync/network_context/requests/blocks_by_range.rs|2|1fn,1struct|
network|sync::network_context::requests::blocks_by_root|beacon_node/network/src/sync/network_context/requests/blocks_by_root.rs|4|2fn,2struct|
network|sync::network_context::requests::data_columns_by_range|beacon_node/network/src/sync/network_context/requests/data_columns_by_range.rs|2|1fn,1struct|
network|sync::network_context::requests::data_columns_by_root|beacon_node/network/src/sync/network_context/requests/data_columns_by_root.rs|4|2fn,2struct|
network|sync::peer_sync_info|beacon_node/network/src/sync/peer_sync_info.rs|3|1enum,2fn|
network|sync::range_data_column_batch_request|beacon_node/network/src/sync/range_data_column_batch_request.rs|4|3fn,1struct|
network|sync::range_sync::chain|beacon_node/network/src/sync/range_sync/chain.rs|29|1const,3enum,20fn,3struct,2type|
network|sync::range_sync::chain_collection|beacon_node/network/src/sync/range_sync/chain_collection.rs|14|1enum,10fn,2struct,1type|This provides the logic for the finalized and head chains.
network|sync::range_sync::range|beacon_node/network/src/sync/range_sync/range.rs|12|11fn,1struct|This contains the logic for the long range (batch) sync strategy.
network|sync::range_sync::sync_type|beacon_node/network/src/sync/range_sync/sync_type.rs|3|1enum,2fn|Contains logic about identifying which Sync to perform given PeerSyncInfo of ourselves and
network|sync::tests::lookups|beacon_node/network/src/sync/tests/lookups.rs|19|17fn,2struct|
network|sync::tests|beacon_node/network/src/sync/tests/mod.rs|3|2const,1fn|
network|sync::tests::range|beacon_node/network/src/sync/tests/range.rs|1|1enum|
network_utils|discovery_metrics|common/network_utils/src/discovery_metrics.rs|1|1fn|
network_utils|enr_ext|common/network_utils/src/enr_ext.rs|6|2const,1fn,3trait|ENR extension trait to support libp2p integration.
network_utils||common/network_utils/src/lib.rs|4|4mod|
network_utils|listen_addr|common/network_utils/src/listen_addr.rs|10|1enum,8fn,1struct|
network_utils|unused_port|common/network_utils/src/unused_port.rs|8|1const,2enum,5fn|
node_test_rig||testing/node_test_rig/src/lib.rs|13|9fn,4struct|Provides easy ways to run a beacon node or validator client in-process.
oneshot_broadcast||common/oneshot_broadcast/src/lib.rs|7|1enum,4fn,2struct|Provides a single-sender, multiple receiver one-shot channel where any message sent will be
operation_pool|attestation|beacon_node/operation_pool/src/attestation.rs|6|1const,4fn,1struct|
operation_pool|attestation_storage|beacon_node/operation_pool/src/attestation_storage.rs|31|24fn,7struct|
operation_pool|attester_slashing|beacon_node/operation_pool/src/attester_slashing.rs|2|1fn,1struct|
operation_pool|bls_to_execution_changes|beacon_node/operation_pool/src/bls_to_execution_changes.rs|10|1enum,8fn,1struct|
operation_pool||beacon_node/operation_pool/src/lib.rs|37|1enum,33fn,1mod,2struct|
operation_pool|max_cover|beacon_node/operation_pool/src/max_cover.rs|3|2fn,1trait|
operation_pool|persistence|beacon_node/operation_pool/src/persistence.rs|3|2fn,1struct|
operation_pool|reward_cache|beacon_node/operation_pool/src/reward_cache.rs|3|2fn,1struct|
operation_pool|sync_aggregate_id|beacon_node/operation_pool/src/sync_aggregate_id.rs|2|1fn,1struct|
pretty_reqwest_error||common/pretty_reqwest_error/src/lib.rs|2|1fn,1struct|
proto_array|error|consensus/proto_array/src/error.rs|2|1enum,1struct|
proto_array|fork_choice_test_definition|consensus/proto_array/src/fork_choice_test_definition.rs|3|1enum,1fn,1struct|
proto_array|fork_choice_test_definition::execution_status|consensus/proto_array/src/fork_choice_test_definition/execution_status.rs|3|3fn|
proto_array|fork_choice_test_definition::ffg_updates|consensus/proto_array/src/fork_choice_test_definition/ffg_updates.rs|2|2fn|
proto_array|fork_choice_test_definition::no_votes|consensus/proto_array/src/fork_choice_test_definition/no_votes.rs|1|1fn|
proto_array|fork_choice_test_definition::votes|consensus/proto_array/src/fork_choice_test_definition/votes.rs|1|1fn|
proto_array|justified_balances|consensus/proto_array/src/justified_balances.rs|3|2fn,1struct|
proto_array||consensus/proto_array/src/lib.rs|2|2mod|
proto_array|proto_array|consensus/proto_array/src/proto_array.rs|22|1enum,16fn,4struct,1type|
proto_array|proto_array_fork_choice|consensus/proto_array/src/proto_array_fork_choice.rs|56|1const,3enum,45fn,7struct|
proto_array|ssz_container|consensus/proto_array/src/ssz_container.rs|3|1fn,1struct,1type|
signing_method||validator_client/signing_method/src/lib.rs|9|3enum,5fn,1struct|Provides methods for obtaining validator signatures, including:
signing_method|web3signer|validator_client/signing_method/src/web3signer.rs|8|3enum,2fn,3struct|Contains the types required to make JSON requests to Web3Signer servers.
simulator|basic_sim|testing/simulator/src/basic_sim.rs|1|1fn|
simulator|checks|testing/simulator/src/checks.rs|15|15fn|
simulator|cli|testing/simulator/src/cli.rs|1|1fn|
simulator|fallback_sim|testing/simulator/src/fallback_sim.rs|1|1fn|
simulator|local_network|testing/simulator/src/local_network.rs|16|2const,11fn,3struct|
simulator|main|testing/simulator/src/main.rs|1|1type|This crate provides various simulations that create both beacon nodes and validator clients,
simulator|retry|testing/simulator/src/retry.rs|1|1fn|
slasher|array|slasher/src/array.rs|14|1const,9fn,3struct,1trait|
slasher|attestation_queue|slasher/src/attestation_queue.rs|11|7fn,3struct,1type|
slasher|attester_record|slasher/src/attester_record.rs|11|8fn,3struct|
slasher|batch_stats|slasher/src/batch_stats.rs|3|3struct|
slasher|block_queue|slasher/src/block_queue.rs|5|4fn,1struct|
slasher|config|slasher/src/config.rs|32|16const,2enum,12fn,2struct|
slasher|database|slasher/src/database.rs|44|1const,35fn,1mod,7struct|
slasher|database::interface|slasher/src/database/interface.rs|22|4enum,15fn,1struct,2type|
slasher|database::lmdb_impl|slasher/src/database/lmdb_impl.rs|21|16fn,4struct,1trait|
slasher|database::mdbx_impl|slasher/src/database/mdbx_impl.rs|23|1const,18fn,4struct|
slasher|database::redb_impl|slasher/src/database/redb_impl.rs|21|17fn,4struct|
slasher|error|slasher/src/error.rs|1|1enum|
slasher||slasher/src/lib.rs|6|2enum,1fn,3mod|
slasher|migrate|slasher/src/migrate.rs|1|1fn|
slasher|slasher|slasher/src/slasher.rs|13|12fn,1struct|
slasher|test_utils|slasher/src/test_utils.rs|9|8fn,1type|
slasher_service|service|slasher/service/src/service.rs|3|2fn,1struct|
slashing_protection|attestation_tests|validator_client/slashing_protection/src/attestation_tests.rs|2|2fn|
slashing_protection|block_tests|validator_client/slashing_protection/src/block_tests.rs|1|1fn|
slashing_protection|interchange_test|validator_client/slashing_protection/src/interchange_test.rs|16|12fn,4struct|
slashing_protection||validator_client/slashing_protection/src/lib.rs|7|1const,2enum,3mod,1struct|
slashing_protection|signed_attestation|validator_client/slashing_protection/src/signed_attestation.rs|5|1enum,3fn,1struct|
slashing_protection|signed_block|validator_client/slashing_protection/src/signed_block.rs|5|1enum,3fn,1struct|
slashing_protection|slashing_database|validator_client/slashing_protection/src/slashing_database.rs|45|5const,3enum,35fn,2struct|
slashing_protection|test_utils|validator_client/slashing_protection/src/test_utils.rs|17|3const,12fn,2struct|
slot_clock||common/slot_clock/src/lib.rs|1|1trait|
slot_clock|manual_slot_clock|common/slot_clock/src/manual_slot_clock.rs|9|8fn,1struct|
slot_clock|metrics|common/slot_clock/src/metrics.rs|1|1fn|
slot_clock|system_time_slot_clock|common/slot_clock/src/system_time_slot_clock.rs|1|1struct|
state_processing|all_caches|consensus/state_processing/src/all_caches.rs|1|1trait|
state_processing|block_replayer|consensus/state_processing/src/block_replayer.rs|21|1enum,14fn,1struct,5type|
state_processing|common::altair|consensus/state_processing/src/common/altair.rs|4|3fn,1struct|
state_processing|common::base|consensus/state_processing/src/common/base.rs|4|3fn,1struct|
state_processing|common::deposit_data_tree|consensus/state_processing/src/common/deposit_data_tree.rs|9|8fn,1struct|
state_processing|common::get_attestation_participation|consensus/state_processing/src/common/get_attestation_participation.rs|1|1fn|
state_processing|common::get_attesting_indices|consensus/state_processing/src/common/get_attesting_indices.rs|3|1fn,2mod|
state_processing|common::get_payload_attesting_indices|consensus/state_processing/src/common/get_payload_attesting_indices.rs|2|2fn|
state_processing|common::initiate_validator_exit|consensus/state_processing/src/common/initiate_validator_exit.rs|1|1fn|
state_processing|common|consensus/state_processing/src/common/mod.rs|7|4fn,3mod|
state_processing|common::slash_validator|consensus/state_processing/src/common/slash_validator.rs|1|1fn|
state_processing|common::update_progressive_balances_cache|consensus/state_processing/src/common/update_progressive_balances_cache.rs|5|5fn|
state_processing|consensus_context|consensus/state_processing/src/consensus_context.rs|12|1enum,10fn,1struct|
state_processing|envelope_processing|consensus/state_processing/src/envelope_processing.rs|4|2enum,2fn|
state_processing|epoch_cache|consensus/state_processing/src/epoch_cache.rs|7|6fn,1struct|
state_processing|genesis|consensus/state_processing/src/genesis.rs|4|4fn|
state_processing||consensus/state_processing/src/lib.rs|13|13mod|
state_processing|per_block_processing|consensus/state_processing/src/per_block_processing.rs|27|3enum,15fn,9mod|
state_processing|per_block_processing::altair|consensus/state_processing/src/per_block_processing/altair.rs|1|1mod|
state_processing|per_block_processing::altair::sync_committee|consensus/state_processing/src/per_block_processing/altair/sync_committee.rs|2|2fn|
state_processing|per_block_processing::block_signature_verifier|consensus/state_processing/src/per_block_processing/block_signature_verifier.rs|21|1enum,17fn,2struct,1type|
state_processing|per_block_processing::builder|consensus/state_processing/src/per_block_processing/builder.rs|3|3fn|
state_processing|per_block_processing::deneb|consensus/state_processing/src/per_block_processing/deneb.rs|1|1fn|
state_processing|per_block_processing::errors|consensus/state_processing/src/per_block_processing/errors.rs|24|14enum,1fn,1trait,8type|
state_processing|per_block_processing::is_valid_indexed_attestation|consensus/state_processing/src/per_block_processing/is_valid_indexed_attestation.rs|1|1fn|
state_processing|per_block_processing::is_valid_indexed_payload_attestation|consensus/state_processing/src/per_block_processing/is_valid_indexed_payload_attestation.rs|1|1fn|
state_processing|per_block_processing::process_operations|consensus/state_processing/src/per_block_processing/process_operations.rs|20|17fn,3mod|
state_processing|per_block_processing::signature_sets|consensus/state_processing/src/per_block_processing/signature_sets.rs|23|1enum,21fn,1type|A `SignatureSet` is an abstraction over the components of a signature. A `SignatureSet` may be
state_processing|per_block_processing::tests|consensus/state_processing/src/per_block_processing/tests.rs|6|6const|
state_processing|per_block_processing::verify_attestation|consensus/state_processing/src/per_block_processing/verify_attestation.rs|2|2fn|
state_processing|per_block_processing::verify_attester_slashing|consensus/state_processing/src/per_block_processing/verify_attester_slashing.rs|3|3fn|
state_processing|per_block_processing::verify_bls_to_execution_change|consensus/state_processing/src/per_block_processing/verify_bls_to_execution_change.rs|1|1fn|
state_processing|per_block_processing::verify_deposit|consensus/state_processing/src/per_block_processing/verify_deposit.rs|3|3fn|
state_processing|per_block_processing::verify_exit|consensus/state_processing/src/per_block_processing/verify_exit.rs|1|1fn|
state_processing|per_block_processing::verify_payload_attestation|consensus/state_processing/src/per_block_processing/verify_payload_attestation.rs|1|1fn|
state_processing|per_block_processing::verify_proposer_slashing|consensus/state_processing/src/per_block_processing/verify_proposer_slashing.rs|1|1fn|
state_processing|per_block_processing::withdrawals|consensus/state_processing/src/per_block_processing/withdrawals.rs|9|7fn,2mod|
state_processing|per_epoch_processing|consensus/state_processing/src/per_epoch_processing.rs|18|3fn,14mod,1struct|
state_processing|per_epoch_processing::altair|consensus/state_processing/src/per_epoch_processing/altair.rs|6|1fn,5mod|
state_processing|per_epoch_processing::altair::inactivity_updates|consensus/state_processing/src/per_epoch_processing/altair/inactivity_updates.rs|1|1fn|
state_processing|per_epoch_processing::altair::justification_and_finalization|consensus/state_processing/src/per_epoch_processing/altair/justification_and_finalization.rs|1|1fn|
state_processing|per_epoch_processing::altair::participation_flag_updates|consensus/state_processing/src/per_epoch_processing/altair/participation_flag_updates.rs|1|1fn|
state_processing|per_epoch_processing::altair::rewards_and_penalties|consensus/state_processing/src/per_epoch_processing/altair/rewards_and_penalties.rs|2|2fn|
state_processing|per_epoch_processing::altair::sync_committee_updates|consensus/state_processing/src/per_epoch_processing/altair/sync_committee_updates.rs|1|1fn|
state_processing|per_epoch_processing::base|consensus/state_processing/src/per_epoch_processing/base.rs|5|1fn,4mod|
state_processing|per_epoch_processing::base::justification_and_finalization|consensus/state_processing/src/per_epoch_processing/base/justification_and_finalization.rs|1|1fn|
state_processing|per_epoch_processing::base::participation_record_updates|consensus/state_processing/src/per_epoch_processing/base/participation_record_updates.rs|1|1fn|
state_processing|per_epoch_processing::base::rewards_and_penalties|consensus/state_processing/src/per_epoch_processing/base/rewards_and_penalties.rs|9|1enum,7fn,1struct|
state_processing|per_epoch_processing::base::validator_statuses|consensus/state_processing/src/per_epoch_processing/base/validator_statuses.rs|9|5fn,4struct|
state_processing|per_epoch_processing::capella::historical_summaries_update|consensus/state_processing/src/per_epoch_processing/capella/historical_summaries_update.rs|1|1fn|
state_processing|per_epoch_processing::effective_balance_updates|consensus/state_processing/src/per_epoch_processing/effective_balance_updates.rs|2|2fn|
state_processing|per_epoch_processing::epoch_processing_summary|consensus/state_processing/src/per_epoch_processing/epoch_processing_summary.rs|20|1enum,18fn,1struct|
state_processing|per_epoch_processing::errors|consensus/state_processing/src/per_epoch_processing/errors.rs|2|2enum|
state_processing|per_epoch_processing::historical_roots_update|consensus/state_processing/src/per_epoch_processing/historical_roots_update.rs|1|1fn|
state_processing|per_epoch_processing::justification_and_finalization_state|consensus/state_processing/src/per_epoch_processing/justification_and_finalization_state.rs|14|13fn,1struct|
state_processing|per_epoch_processing::registry_updates|consensus/state_processing/src/per_epoch_processing/registry_updates.rs|2|2fn|
state_processing|per_epoch_processing::resets|consensus/state_processing/src/per_epoch_processing/resets.rs|3|3fn|
state_processing|per_epoch_processing::single_pass|consensus/state_processing/src/per_epoch_processing/single_pass.rs|7|5fn,2struct|
state_processing|per_epoch_processing::slashings|consensus/state_processing/src/per_epoch_processing/slashings.rs|2|2fn|
